id,net,batch,partition,opt,dropout,format,train_start,train_end,train_time,train_state,eval_state,test_start,test_end,test_state,loss,best_loss,accuracy,best_accuracy,f1_score,best_f1_score,miou,best_miou,precision,best_precision,recall,best_recall,eval_loss,best_eval_loss,eval_accuracy,best_eval_accuracy,eval_f1_score,best_eval_f1_score,eval_miou,best_eval_miou,eval_precision,best_eval_precision,eval_recall,best_eval_recall,test_loss,test_accuracy,test_f1_score,test_miou,test_precision,test_recall,machine
56,deeplab,4,801010,adam,0.2,morf,07/03/2021 12:00:29,07/03/2021 15:11:25,3:10:56,done,done,07/03/2021 15:11:36,07/03/2021 15:11:53,done,"0,092660","0,092660","0,972204","0,972204","0,971783","0,971783","0,582507","0,582507","0,924324","0,924324","0,894228","0,894228","0,057933","0,046548","0,869270","0,888595","0,869655","0,888597","0,584023","0,584023","0,924907","0,924907","0,895119","0,895119","0,076830","0,866542","0,866712","0,583727","0,924739","0,895028",FINOS-00
57,deeplab,4,801010,adam,0.2,morf,07/03/2021 20:07:58,07/03/2021 23:56:17,3:48:19,done,done,07/03/2021 23:56:31,07/03/2021 23:56:53,done,"0,095843","0,095792","0,970074","0,970141","0,969585","0,969639","0,588144","0,588144","0,925539","0,925539","0,898605","0,898605","0,179961","0,142062","0,877774","0,888614","0,878064","0,888938","0,589620","0,589620","0,926104","0,926104","0,899419","0,899419","0,172205","0,896161","0,896075","0,589418","0,926013","0,899339",9cd0c605650f
58,deeplab,4,801010,adam,0.2,morf,07/03/2021 12:04:01,07/03/2021 15:51:22,3:47:21,done,done,07/03/2021 15:51:29,07/03/2021 15:51:50,done,"0,092079","0,092079","0,972870","0,972870","0,972462","0,972462","0,572570","0,572570","0,922970","0,922970","0,896482","0,896482","0,119082","0,100154","0,883750","0,891234","0,883960","0,891518","0,574267","0,574267","0,923621","0,923621","0,897383","0,897383","0,250794","0,912837","0,912711","0,574194","0,923530","0,897346",61957acd96b0
59,deeplab,4,801010,adam,0.2,morf,26/02/2021 21:01:18,27/02/2021 00:18:13,3:16:55,done,done,27/02/2021 00:18:23,27/02/2021 00:18:42,done,"0,092533","0,092533","0,972122","0,972122","0,971701","0,971701","0,584336","0,584336","0,922935","0,922935","0,897055","0,897055","0,058833","0,058016","0,871690","0,891270","0,871968","0,891641","0,585928","0,585928","0,923545","0,923545","0,897911","0,897911","0,076836","0,857604","0,857700","0,585607","0,923373","0,897790",FINOS-00
60,deeplab,4,801010,adam,0.2,morf,07/03/2021 15:11:57,07/03/2021 18:29:10,3:17:13,done,done,07/03/2021 18:29:18,07/03/2021 18:29:50,done,"0,086350","0,086350","0,974677","0,974677","0,974271","0,974271","0,581079","0,581079","0,922529","0,922529","0,895243","0,895243","0,063200","0,055333","0,868210","0,898660","0,868086","0,898751","0,582787","0,582787","0,923180","0,923180","0,896163","0,896163","0,092541","0,871720","0,871922","0,582492","0,923015","0,896063",FINOS-00
61,deeplab,4,801010,rmsprop,0,hist,27/02/2021 00:08:20,27/02/2021 03:45:46,3:37:26,done,done,27/02/2021 03:45:58,27/02/2021 03:46:20,done,"0,074702","0,074702","0,978314","0,978314","0,978384","0,978384","0,610706","0,610706","0,931244","0,931244","0,915695","0,915695","0,075758","0,050993","0,889282","0,900036","0,889368","0,900152","0,612181","0,612181","0,931825","0,931825","0,916432","0,916432","0,150674","0,887846","0,888258","0,611896","0,931687","0,916322",e843b97adf63
62,deeplab,4,801010,rmsprop,0,hist,27/02/2021 23:07:46,28/02/2021 02:17:59,3:10:13,done,done,28/02/2021 02:18:12,28/02/2021 02:18:31,done,"0,075543","0,075543","0,976827","0,976827","0,976888","0,976888","0,606983","0,606983","0,930277","0,930277","0,914865","0,914865","0,064984","0,059314","0,891405","0,903773","0,891523","0,904282","0,608441","0,608441","0,930839","0,930839","0,915579","0,915579","0,087430","0,924816","0,924887","0,608362","0,930789","0,915550",FINOS-00
63,deeplab,4,801010,rmsprop,0,hist,27/02/2021 03:46:24,27/02/2021 07:30:13,3:43:49,done,done,27/02/2021 07:30:25,27/02/2021 07:30:47,done,"0,074198","0,074198","0,978570","0,978570","0,978633","0,978633","0,617205","0,617205","0,932618","0,932618","0,919110","0,919110","0,064179","0,053738","0,887336","0,895289","0,887443","0,895710","0,618558","0,618558","0,933176","0,933176","0,919792","0,919792","0,110472","0,924332","0,924346","0,618403","0,933100","0,919731",e843b97adf63
64,deeplab,4,801010,rmsprop,0,hist,27/02/2021 03:51:34,27/02/2021 07:38:34,3:47:00,done,done,27/02/2021 07:38:40,27/02/2021 07:39:03,done,"0,067734","0,067734","0,979077","0,979077","0,979144","0,979144","0,611113","0,611113","0,930962","0,930962","0,916098","0,916098","0,085711","0,085711","0,894020","0,898378","0,894067","0,898457","0,612593","0,612593","0,931558","0,931558","0,916840","0,916840","0,055126","0,918300","0,918372","0,612465","0,931492","0,916793",ed272c8064e6
65,deeplab,4,801010,rmsprop,0,hist,07/03/2021 17:40:49,07/03/2021 22:13:10,4:32:21,done,done,07/03/2021 22:13:23,07/03/2021 22:13:47,done,"0,071414","0,071414","0,977699","0,977699","0,977759","0,977759","0,612856","0,612856","0,931376","0,931376","0,917205","0,917205","0,071665","0,069236","0,891437","0,900767","0,891645","0,900980","0,614259","0,614259","0,931938","0,931938","0,917908","0,917908","0,063233","0,912910","0,912834","0,614088","0,931856","0,917843",fbro-005
66,deeplab,4,801010,rmsprop,0,morf,10/03/2021 18:18:23,10/03/2021 21:30:11,3:11:48,done,done,10/03/2021 21:30:22,10/03/2021 21:30:40,done,"0,072638","0,072638","0,978181","0,978181","0,978244","0,978244","0,621841","0,621841","0,934719","0,934719","0,921314","0,921314","0,056207","0,055190","0,891878","0,901348","0,892007","0,901629","0,623133","0,623133","0,935239","0,935239","0,921960","0,921960","0,137443","0,917210","0,917281","0,622960","0,935158","0,921888",FINOS-00
67,deeplab,4,801010,rmsprop,0,morf,27/02/2021 21:30:24,28/02/2021 01:08:12,3:37:48,done,done,28/02/2021 01:08:28,28/02/2021 01:08:50,done,"0,070623","0,070623","0,976917","0,976917","0,976982","0,976982","0,620908","0,620908","0,935180","0,935180","0,921476","0,921476","0,121443","0,075464","0,891892","0,898143","0,891847","0,898328","0,622135","0,622135","0,935673","0,935673","0,922101","0,922101","0,125019","0,912577","0,912690","0,621897","0,935571","0,922018",89833e99a036
68,deeplab,4,801010,rmsprop,0,morf,28/02/2021 11:56:13,28/02/2021 15:06:29,3:10:16,done,done,28/02/2021 15:06:38,28/02/2021 15:06:57,done,"0,068213","0,068213","0,979370","0,979370","0,979439","0,979439","0,623344","0,623344","0,935300","0,935300","0,922531","0,922531","0,082563","0,059383","0,883166","0,902011","0,883152","0,902078","0,624627","0,624627","0,935816","0,935816","0,923166","0,923166","0,101353","0,856831","0,856861","0,624167","0,935620","0,922993",FINOS-00
69,deeplab,4,801010,rmsprop,0,morf,04/03/2021 03:32:53,04/03/2021 06:43:31,3:10:38,done,done,04/03/2021 06:43:41,04/03/2021 06:44:00,done,"0,073791","0,073791","0,977257","0,977257","0,977315","0,977315","0,619438","0,619438","0,934214","0,934214","0,920387","0,920387","0,076827","0,060081","0,888096","0,898338","0,888275","0,898595","0,620756","0,620756","0,934730","0,934730","0,921036","0,921036","0,122248","0,907968","0,908043","0,620548","0,934628","0,920957",FINOS-00
70,deeplab,4,801010,rmsprop,0,morf,27/02/2021 21:32:15,28/02/2021 01:14:51,3:42:36,done,done,28/02/2021 01:14:57,28/02/2021 01:15:19,done,"0,071198","0,071198","0,977168","0,977168","0,977221","0,977221","0,604542","0,604542","0,933372","0,933372","0,916727","0,916727","0,098094","0,073901","0,881090","0,892231","0,881160","0,892308","0,605957","0,605957","0,933888","0,933888","0,917411","0,917411","0,070683","0,923739","0,923837","0,605850","0,933808","0,917356",27680e743418
71,deeplab,4,801010,rmsprop,0.2,hist,28/02/2021 01:08:56,28/02/2021 04:56:30,3:47:34,done,done,28/02/2021 04:56:41,28/02/2021 04:57:04,done,"0,097918","0,097918","0,968998","0,968998","0,968538","0,968538","0,584680","0,584680","0,922683","0,922683","0,895977","0,895977","0,095050","0,086563","0,895920","0,906380","0,896301","0,906596","0,586263","0,586263","0,923304","0,923304","0,896851","0,896851","0,090187","0,865345","0,865644","0,586035","0,923166","0,896781",89833e99a036
72,deeplab,4,801010,rmsprop,0.2,hist,08/03/2021 19:44:33,08/03/2021 23:25:26,3:40:53,done,done,08/03/2021 23:25:35,08/03/2021 23:25:54,done,"0,098429","0,098429","0,970378","0,970378","0,969879","0,969879","0,585012","0,585012","0,922610","0,922610","0,896073","0,896073","0,058474","0,055601","0,878023","0,890749","0,878130","0,891115","0,586567","0,586567","0,923213","0,923213","0,896924","0,896924","0,112684","0,897921","0,897992","0,586464","0,923128","0,896889",04881179d0a8
73,deeplab,4,801010,rmsprop,0.2,hist,28/02/2021 01:15:22,28/02/2021 05:06:00,3:50:38,done,done,28/02/2021 05:06:11,28/02/2021 05:06:33,done,"0,097588","0,097588","0,969218","0,969218","0,968749","0,968749","0,578745","0,578745","0,918734","0,918734","0,892700","0,892700","0,112626","0,085790","0,854059","0,879895","0,854065","0,880624","0,580296","0,580296","0,919349","0,919349","0,893551","0,893551","0,306614","0,876514","0,876756","0,579979","0,919182","0,893441",27680e743418
74,deeplab,4,801010,rmsprop,0.2,hist,28/02/2021 02:18:36,28/02/2021 05:31:28,3:12:52,done,done,28/02/2021 05:31:40,28/02/2021 05:31:59,done,"0,099068","0,099068","0,970228","0,970228","0,969748","0,969748","0,584725","0,584725","0,922805","0,922805","0,896938","0,896938","0,069452","0,061638","0,895024","0,899537","0,895279","0,899694","0,586345","0,586345","0,923431","0,923431","0,897804","0,897804","0,073188","0,907827","0,908228","0,586252","0,923379","0,897800",FINOS-00
75,deeplab,4,801010,rmsprop,0.2,hist,28/02/2021 02:49:30,28/02/2021 06:31:37,3:42:07,done,done,28/02/2021 06:31:49,28/02/2021 06:32:11,done,"0,099903","0,099903","0,970686","0,970686","0,970201","0,970201","0,580825","0,580825","0,920264","0,920264","0,894409","0,894409","0,150407","0,139758","0,861844","0,893129","0,861420","0,893319","0,582418","0,582418","0,920886","0,920886","0,895266","0,895266","0,124794","0,896491","0,896079","0,582259","0,920768","0,895186",9f4186fd7b20
76,deeplab,4,801010,rmsprop,0.2,morf,07/03/2021 15:21:11,07/03/2021 19:07:51,3:46:40,done,done,07/03/2021 19:07:56,07/03/2021 19:08:17,done,"0,091611","0,091611","0,973476","0,973476","0,973072","0,973072","0,581006","0,581006","0,922291","0,922291","0,896987","0,896987","0,059753","0,059753","0,864617","0,892343","0,864452","0,892255","0,582643","0,582643","0,922925","0,922925","0,897860","0,897860","0,112948","0,891362","0,891374","0,582450","0,922801","0,897775",c5da7508ea96
77,deeplab,4,801010,rmsprop,0.2,morf,08/03/2021 06:32:51,08/03/2021 10:22:47,3:49:56,done,done,08/03/2021 10:22:53,08/03/2021 10:23:13,done,"0,095708","0,095708","0,970765","0,970765","0,970318","0,970318","0,575802","0,575802","0,921367","0,921367","0,896558","0,896558","0,165466","0,088415","0,871023","0,899456","0,871895","0,899830","0,577371","0,577371","0,921982","0,921982","0,897397","0,897397","0,101743","0,909704","0,909932","0,577226","0,921889","0,897356",b2655b5ab05b
78,deeplab,4,801010,rmsprop,0.2,morf,08/03/2021 07:11:28,08/03/2021 10:59:47,3:48:19,done,done,08/03/2021 10:59:59,08/03/2021 11:00:20,done,"0,107061","0,107061","0,968790","0,968790","0,968357","0,968357","0,578752","0,578752","0,920072","0,920072","0,895524","0,895524","0,139487","0,114408","0,868285","0,889277","0,868581","0,889474","0,580244","0,580244","0,920658","0,920658","0,896336","0,896336","0,181806","0,867261","0,867446","0,579928","0,920495","0,896240",f6fb5e0c2cb1
79,deeplab,4,801010,rmsprop,0.2,morf,10/03/2021 21:30:44,11/03/2021 00:39:18,3:08:34,done,done,11/03/2021 00:39:30,11/03/2021 00:39:52,done,"0,089701","0,089701","0,973440","0,973440","0,973036","0,973036","0,585715","0,585715","0,922817","0,922817","0,897624","0,897624","0,066324","0,064132","0,891427","0,894222","0,891359","0,894245","0,587365","0,587365","0,923477","0,923477","0,898520","0,898520","0,284557","0,884933","0,884901","0,587185","0,923385","0,898472",FINOS-00
80,deeplab,4,801010,rmsprop,0.2,morf,07/03/2021 15:23:47,07/03/2021 19:17:04,3:53:17,done,done,07/03/2021 19:17:07,07/03/2021 19:17:29,done,"0,094127","0,094127","0,973799","0,973799","0,973410","0,973410","0,587207","0,587207","0,924194","0,924194","0,898764","0,898764","0,073104","0,070278","0,884264","0,890281","0,883998","0,890778","0,588808","0,588808","0,924827","0,924827","0,899635","0,899635","0,219397","0,883150","0,883397","0,588611","0,924707","0,899568",cecf664fd4b6
81,unet,4,702010,adam,0,hist,08/03/2021 10:52:45,08/03/2021 13:27:23,2:34:38,done,done,08/03/2021 13:27:41,08/03/2021 13:28:01,done,"0,051229","0,051229","0,982054","0,982054","0,982294","0,982294","0,581237","0,581237","0,924706","0,924706","0,901496","0,901496","0,160965","0,055723","0,861456","0,867994","0,861394","0,868285","0,582582","0,582582","0,925200","0,925200","0,902224","0,902224","0,099414","0,931055","0,931165","0,582393","0,925021","0,902123",FINOS-00
82,unet,4,702010,adam,0,hist,28/02/2021 06:35:06,28/02/2021 09:22:34,2:47:28,done,done,28/02/2021 09:22:41,28/02/2021 09:23:03,done,"0,049015","0,049015","0,983683","0,983683","0,983847","0,983847","0,577227","0,577227","0,924333","0,924333","0,899664","0,899664","0,072987","0,042343","0,856834","0,873387","0,856982","0,873622","0,578605","0,578605","0,924814","0,924814","0,900419","0,900419","0,129308","0,934155","0,934318","0,578392","0,924639","0,900333",cc813c0d1eab
83,unet,4,702010,adam,0,hist,28/02/2021 06:36:04,28/02/2021 09:20:20,2:44:16,done,done,28/02/2021 09:20:32,28/02/2021 09:20:54,done,"0,050839","0,050839","0,981605","0,981605","0,982029","0,982029","0,582368","0,582368","0,924046","0,924046","0,902606","0,902606","0,192667","0,100752","0,859727","0,868039","0,859965","0,868259","0,583777","0,583777","0,924550","0,924550","0,903329","0,903329","0,079257","0,922723","0,922744","0,583555","0,924348","0,903198",10476d32d891
84,unet,4,702010,adam,0,hist,08/03/2021 20:00:06,08/03/2021 22:33:59,2:33:53,done,done,08/03/2021 22:34:10,08/03/2021 22:34:29,done,"0,060724","0,060724","0,979433","0,979433","0,979701","0,979701","0,580946","0,580946","0,923809","0,923809","0,901649","0,901649","0,129316","0,055269","0,861825","0,870836","0,862010","0,871077","0,582261","0,582261","0,924286","0,924286","0,902358","0,902358","0,059413","0,928550","0,928701","0,582069","0,924112","0,902260",FINOS-00
85,unet,4,702010,adam,0,hist,28/02/2021 09:20:58,28/02/2021 12:06:56,2:45:58,done,done,28/02/2021 12:07:07,28/02/2021 12:07:29,done,"0,056011","0,056011","0,981742","0,981742","0,981952","0,981952","0,584691","0,584691","0,926152","0,926152","0,902533","0,902533","0,244520","0,101347","0,858971","0,878771","0,859205","0,878475","0,585978","0,585978","0,926600","0,926600","0,903239","0,903239","0,107624","0,937306","0,937357","0,585805","0,926425","0,903148",10476d32d891
86,unet,4,702010,adam,0,morf,28/02/2021 09:23:05,28/02/2021 12:11:26,2:48:21,done,done,28/02/2021 12:11:33,28/02/2021 12:11:53,done,"0,062679","0,062679","0,980921","0,980921","0,981055","0,981055","0,574219","0,574219","0,922466","0,922466","0,899982","0,899982","0,063646","0,049707","0,855800","0,872833","0,856039","0,872862","0,575456","0,575456","0,922932","0,922932","0,900684","0,900684","0,250198","0,929791","0,929959","0,575222","0,922773","0,900590",cc813c0d1eab
87,unet,4,702010,adam,0,morf,10/03/2021 04:31:53,10/03/2021 08:44:11,4:12:18,done,done,10/03/2021 08:44:21,10/03/2021 08:44:49,done,"0,050993","0,050993","0,983153","0,983153","0,983318","0,983318","0,579416","0,579416","0,924484","0,924484","0,900589","0,900589","0,098498","0,062874","0,863150","0,872913","0,863356","0,873182","0,580813","0,580813","0,924979","0,924979","0,901350","0,901350","0,056856","0,919082","0,919271","0,580562","0,924797","0,901251",fbro-005
88,unet,4,702010,adam,0,morf,28/02/2021 12:07:33,28/02/2021 14:55:53,2:48:20,done,done,28/02/2021 14:56:05,28/02/2021 14:56:27,done,"0,064186","0,064186","0,978849","0,978849","0,979019","0,979019","0,578541","0,578541","0,923076","0,923076","0,900709","0,900709","0,114596","0,081931","0,857163","0,870137","0,857390","0,870299","0,579847","0,579847","0,923536","0,923536","0,901408","0,901408","0,237754","0,918534","0,919004","0,579579","0,923345","0,901293",10476d32d891
89,unet,4,702010,adam,0,morf,04/03/2021 04:05:52,04/03/2021 08:17:42,4:11:50,done,done,04/03/2021 08:17:53,04/03/2021 08:18:22,done,"0,062075","0,062075","0,979944","0,979944","0,980076","0,980076","0,565862","0,565862","0,919642","0,919642","0,893857","0,893857","0,067945","0,048500","0,856799","0,867513","0,857020","0,867524","0,567256","0,567256","0,920166","0,920166","0,894654","0,894654","0,232088","0,919713","0,919925","0,567075","0,919982","0,894560",fbro-005
90,unet,4,702010,adam,0,morf,28/02/2021 12:11:56,28/02/2021 15:02:53,2:50:57,done,done,28/02/2021 15:02:59,28/02/2021 15:03:19,done,"0,043858","0,043858","0,985072","0,985072","0,985240","0,985240","0,574570","0,574570","0,920828","0,920828","0,897920","0,897920","0,065761","0,035851","0,848758","0,865893","0,848989","0,866157","0,575884","0,575884","0,921353","0,921353","0,898695","0,898695","0,196490","0,929079","0,929263","0,575564","0,921156","0,898580",cc813c0d1eab
91,unet,4,702010,adam,0.2,hist,28/02/2021 09:35:21,28/02/2021 13:44:33,4:09:12,done,done,28/02/2021 13:44:41,28/02/2021 13:45:09,done,"0,100025","0,100025","0,968145","0,968145","0,968308","0,968308","0,559341","0,559341","0,915504","0,915504","0,890582","0,890582","0,072640","0,063627","0,861458","0,871358","0,861673","0,871603","0,560641","0,560641","0,915965","0,915965","0,891310","0,891310","0,107000","0,935791","0,935737","0,560594","0,915845","0,891268",fbro-005
92,unet,4,702010,adam,0.2,hist,05/03/2021 02:43:51,05/03/2021 05:18:03,2:34:12,done,done,05/03/2021 05:18:18,05/03/2021 05:18:38,done,"0,083511","0,083511","0,971298","0,971298","0,971536","0,971536","0,543008","0,543008","0,909553","0,909553","0,879981","0,879981","0,296993","0,058823","0,849244","0,869724","0,848727","0,869767","0,544442","0,544442","0,910118","0,910118","0,880853","0,880853","0,070185","0,929283","0,929415","0,544278","0,909981","0,880808",FINOS-00
93,unet,4,702010,adam,0.2,hist,10/03/2021 07:38:00,10/03/2021 10:22:25,2:44:25,done,done,10/03/2021 10:22:33,10/03/2021 10:22:52,done,"0,096487","0,096487","0,968169","0,968169","0,968318","0,968318","0,551848","0,551848","0,912308","0,912308","0,885837","0,885837","0,119036","0,064681","0,835095","0,873360","0,835180","0,873464","0,553041","0,553041","0,912745","0,912745","0,886561","0,886561","0,077415","0,912224","0,912083","0,552589","0,912503","0,886410",ff05bf1d3532
94,unet,4,702010,adam,0.2,hist,28/02/2021 17:41:33,28/02/2021 20:13:44,2:32:11,done,done,28/02/2021 20:13:55,28/02/2021 20:14:15,done,"0,085429","0,085429","0,970176","0,970176","0,970408","0,970408","0,553880","0,553880","0,912905","0,912905","0,887924","0,887924","0,329768","0,072786","0,853692","0,874979","0,853815","0,875138","0,555368","0,555368","0,913417","0,913417","0,888699","0,888699","0,106691","0,935773","0,935834","0,555302","0,913283","0,888647",FINOS-00
95,unet,4,702010,adam,0.2,hist,07/03/2021 23:47:27,08/03/2021 02:21:06,2:33:39,done,done,08/03/2021 02:21:19,08/03/2021 02:21:37,done,"0,094747","0,094747","0,968463","0,968463","0,968642","0,968642","0,554052","0,554052","0,912503","0,912503","0,886654","0,886654","0,062029","0,053901","0,847074","0,875277","0,847408","0,875688","0,555414","0,555414","0,912981","0,912981","0,887411","0,887411","0,061651","0,929608","0,929741","0,555293","0,912815","0,887335",FINOS-00
96,unet,4,702010,adam,0.2,morf,04/03/2021 13:01:07,04/03/2021 15:33:21,2:32:14,done,done,04/03/2021 15:33:31,04/03/2021 15:33:51,done,"0,086986","0,086986","0,970974","0,970974","0,971149","0,971149","0,546345","0,546345","0,910384","0,910384","0,884051","0,884051","0,102649","0,059527","0,852175","0,869750","0,852312","0,869880","0,547933","0,547933","0,910943","0,910943","0,884891","0,884891","0,147227","0,928238","0,928396","0,547846","0,910804","0,884843",FINOS-00
97,unet,4,702010,adam,0.2,morf,28/02/2021 13:45:14,28/02/2021 17:54:44,4:09:30,done,done,28/02/2021 17:54:53,28/02/2021 17:55:21,done,"0,097872","0,097872","0,969044","0,969044","0,969177","0,969177","0,551226","0,551226","0,913841","0,913841","0,885759","0,885759","0,065256","0,062126","0,856288","0,867417","0,856435","0,867562","0,552628","0,552628","0,914316","0,914316","0,886542","0,886542","0,230290","0,927881","0,927959","0,552548","0,914183","0,886501",fbro-005
98,unet,4,702010,adam,0.2,morf,10/03/2021 10:22:55,10/03/2021 13:08:42,2:45:47,done,done,10/03/2021 13:08:49,10/03/2021 13:09:08,done,"0,119180","0,119180","0,964427","0,964427","0,964576","0,964576","0,553573","0,553573","0,913870","0,913870","0,886542","0,886542","0,080412","0,067230","0,855974","0,864911","0,856174","0,865086","0,554892","0,554892","0,914314","0,914314","0,887287","0,887287","0,126982","0,921273","0,921371","0,554660","0,914154","0,887225",ff05bf1d3532
99,unet,4,702010,adam,0.2,morf,28/02/2021 20:22:07,28/02/2021 23:08:23,2:46:16,done,done,28/02/2021 23:08:30,28/02/2021 23:08:49,done,"0,097818","0,097818","0,967697","0,967697","0,967824","0,967824","0,547863","0,547863","0,911974","0,911974","0,883117","0,883117","0,030330","0,030330","0,855276","0,864820","0,855481","0,864621","0,549298","0,549298","0,912465","0,912465","0,883920","0,883920","0,166218","0,927196","0,927237","0,549244","0,912329","0,883889",59db4e62a6ce
100,unet,4,702010,adam,0.2,morf,28/02/2021 20:23:44,28/02/2021 23:11:19,2:47:35,done,done,28/02/2021 23:11:25,28/02/2021 23:11:44,done,"0,086271","0,086271","0,971742","0,971742","0,971853","0,971853","0,542892","0,542892","0,909553","0,909553","0,881452","0,881452","0,293761","0,068753","0,854725","0,871784","0,854973","0,871928","0,544489","0,544489","0,910113","0,910113","0,882324","0,882324","0,108637","0,917762","0,917937","0,544377","0,909981","0,882295",71485bb35566
101,unet,4,702010,rmsprop,0,hist,28/02/2021 22:06:00,01/03/2021 02:16:49,4:10:49,done,done,01/03/2021 02:17:01,01/03/2021 02:17:29,done,"0,059665","0,059665","0,979894","0,979894","0,980038","0,980038","0,583841","0,583841","0,925005","0,925005","0,902584","0,902584","0,065495","0,050592","0,866624","0,874087","0,866790","0,874116","0,585141","0,585141","0,925465","0,925465","0,903287","0,903287","0,216291","0,920396","0,920520","0,584931","0,925293","0,903187",fbro-005
102,unet,4,702010,rmsprop,0,hist,28/02/2021 17:55:26,28/02/2021 22:05:20,4:09:54,done,done,28/02/2021 22:05:27,28/02/2021 22:05:56,done,"0,054070","0,054070","0,982424","0,982424","0,982632","0,982632","0,582144","0,582144","0,925536","0,925536","0,902963","0,902963","0,070818","0,058169","0,864603","0,872220","0,864822","0,872521","0,583532","0,583532","0,926011","0,926011","0,903680","0,903680","0,066849","0,926066","0,926169","0,583357","0,925838","0,903590",fbro-005
103,unet,4,702010,rmsprop,0,hist,28/02/2021 22:47:37,01/03/2021 01:19:58,2:32:21,done,done,01/03/2021 01:20:06,01/03/2021 01:20:25,done,"0,043361","0,043361","0,984829","0,984829","0,984984","0,984984","0,584575","0,584575","0,925677","0,925677","0,904280","0,904280","0,069283","0,053118","0,865749","0,874890","0,865988","0,874966","0,586059","0,586059","0,926194","0,926194","0,905024","0,905024","0,088601","0,929718","0,929842","0,585897","0,926027","0,904930",FINOS-00
104,unet,4,702010,rmsprop,0,hist,28/02/2021 23:06:41,01/03/2021 01:52:10,2:45:29,done,done,01/03/2021 01:52:17,01/03/2021 01:52:35,done,"0,060883","0,060883","0,979654","0,979654","0,979808","0,979808","0,581223","0,581223","0,923755","0,923755","0,900296","0,900296","0,113516","0,080885","0,867088","0,877340","0,867379","0,877570","0,582607","0,582607","0,924241","0,924241","0,901033","0,901033","0,075588","0,927556","0,927764","0,582455","0,924088","0,900956",172462613bb4
105,unet,4,702010,rmsprop,0,hist,28/02/2021 23:08:52,01/03/2021 01:55:15,2:46:23,done,done,01/03/2021 01:55:21,01/03/2021 01:55:42,done,"0,052995","0,052995","0,982039","0,982039","0,982316","0,982316","0,582200","0,582200","0,924288","0,924288","0,901979","0,901979","0,037113","0,024026","0,862784","0,873310","0,862961","0,873515","0,583571","0,583571","0,924791","0,924791","0,902719","0,902719","0,278939","0,936837","0,936935","0,583437","0,924626","0,902636",59db4e62a6ce
106,unet,4,702010,rmsprop,0,morf,01/03/2021 05:32:06,01/03/2021 08:14:50,2:42:44,done,done,01/03/2021 08:15:05,01/03/2021 08:15:31,done,"0,068353","0,068353","0,977730","0,977730","0,977997","0,977997","0,579728","0,579728","0,922688","0,922688","0,900216","0,900216","0,206959","0,103225","0,860042","0,875185","0,860241","0,875401","0,581066","0,581066","0,923169","0,923169","0,900928","0,900928","0,177651","0,919432","0,918326","0,580846","0,922979","0,900786",1556c658e0e5
107,unet,4,702010,rmsprop,0,morf,08/03/2021 10:53:44,08/03/2021 13:35:59,2:42:15,done,done,08/03/2021 13:36:09,08/03/2021 13:36:28,done,"0,056622","0,056622","0,980162","0,980162","0,980329","0,980329","0,578431","0,578431","0,923543","0,923543","0,900403","0,900403","0,063731","0,054261","0,861902","0,875020","0,862138","0,875126","0,579796","0,579796","0,924020","0,924020","0,901125","0,901125","0,092077","0,927670","0,927647","0,579616","0,923848","0,901029",9792860bcf0f
108,unet,4,702010,rmsprop,0,morf,10/03/2021 08:44:52,10/03/2021 12:54:50,4:09:58,done,done,10/03/2021 12:55:01,10/03/2021 12:55:29,done,"0,063962","0,063962","0,979142","0,979142","0,979285","0,979285","0,572540","0,572540","0,920706","0,920706","0,898475","0,898475","0,075271","0,046725","0,842868","0,870744","0,843064","0,871028","0,573835","0,573835","0,921143","0,921143","0,899144","0,899144","0,102863","0,926021","0,926262","0,573654","0,920942","0,899015",fbro-005
109,unet,4,702010,rmsprop,0,morf,01/03/2021 06:26:02,01/03/2021 08:57:25,2:31:23,done,done,01/03/2021 08:57:41,01/03/2021 08:58:02,done,"0,045491","0,045491","0,984464","0,984464","0,984623","0,984623","0,576607","0,576607","0,922373","0,922373","0,899867","0,899867","0,166521","0,064937","0,858136","0,873921","0,858336","0,873984","0,578058","0,578058","0,922909","0,922909","0,900648","0,900648","0,077203","0,926115","0,926179","0,577817","0,922725","0,900540",FINOS-00
110,unet,4,702010,rmsprop,0,morf,08/03/2021 13:36:32,08/03/2021 16:21:05,2:44:33,done,done,08/03/2021 16:21:14,08/03/2021 16:21:33,done,"0,065141","0,065141","0,978285","0,978285","0,978487","0,978487","0,573303","0,573303","0,922589","0,922589","0,896252","0,896252","0,050689","0,050689","0,864339","0,870960","0,864554","0,871125","0,574688","0,574688","0,923070","0,923070","0,897023","0,897023","0,363948","0,921425","0,921532","0,574518","0,922895","0,896951",9792860bcf0f
111,unet,4,702010,rmsprop,0.2,hist,01/03/2021 02:17:34,01/03/2021 06:27:14,4:09:40,done,done,01/03/2021 06:27:24,01/03/2021 06:27:52,done,"0,091096","0,091096","0,971487","0,971487","0,971596","0,971596","0,556269","0,556269","0,914708","0,914708","0,888389","0,888389","0,062746","0,058153","0,861994","0,872114","0,862239","0,872364","0,557734","0,557734","0,915219","0,915219","0,889183","0,889183","0,068713","0,930685","0,930901","0,557698","0,915102","0,889155",fbro-005
